,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_TTG,SG_T,POINTS,TOP 10,1ST,Year,MONEY,COUNTRY
1745,Hunter Mahan,61,72.105,294.8,57.13,62.75,0.291,-1.063,-0.773,174,,,2016,"$230,694 ",USA
1746,J.B. Holmes,77,70.523,314.5,51.68,65.17,-0.153,0.634,0.481,360,6,,2016,"$2,969,608 ",USA
1747,J.J. Henry,68,72.019,287.3,59.33,67.51,-0.237,-0.475,-0.711,162,,,2016,"$280,674 ",USA
1748,James Hahn,85,71.245,290.9,60.71,64.58,-0.245,0.001,-0.244,"1,452",3,1,2016,"$2,367,521 ",USA
1749,Jamie Lovemark,91,70.896,304.8,57.32,65.32,0.142,0.321,0.463,"1,232",5,,2016,"$1,940,890 ",USA
1750,Jason Bohn,67,71.126,276.3,67.56,66.33,0.032,-0.252,-0.22,670,3,,2016,"$1,369,705 ",USA
1751,Jason Day,76,69.313,304.2,50.46,67.23,1.13,0.987,2.118,"1,440",10,3,2016,"$8,045,112 ",AUS
1752,Jason Dufner,105,70.212,293.2,62.83,70.15,-0.353,0.84,0.488,522,6,1,2016,"$2,879,884 ",USA
1753,Jason Gore,78,71.627,289.2,63.63,66.52,-0.079,-0.453,-0.532,307,,,2016,"$416,654 ",USA
1754,Jason Kokrak,89,70.57,307.4,58.41,68.66,-0.27,0.83,0.56,"1,554",4,,2016,"$1,934,250 ",USA
1755,Jeff Overton,69,71.466,285,59.25,63.85,-0.416,-0.076,-0.492,289,1,,2016,"$410,246 ",USA
1756,Jerry Kelly,76,70.937,278.2,71.2,66.67,-0.214,0.381,0.167,834,2,,2016,"$1,328,657 ",USA
1757,Jhonattan Vegas,97,70.903,304.4,56.57,69.71,0.098,0.505,0.604,362,5,1,2016,"$2,478,980 ",VEN
1758,Jim Furyk,52,70.13,280.8,69.09,68.27,0.067,0.463,0.53,745,3,,2016,"$1,538,204 ",USA
1759,Jim Herman,93,71.206,291.1,65.59,65.65,-0.278,0.098,-0.18,"1,415",2,1,2016,"$2,091,274 ",USA
1760,Jimmy Walker,85,70.393,301.3,48.31,63.96,0.243,0.649,0.892,652,5,1,2016,"$4,148,546 ",USA
1761,John Huh,86,71.104,284.7,68.3,66.21,-0.209,0.158,-0.05,690,3,,2016,"$1,007,219 ",USA
1762,John Senden,88,70.717,289.7,60.07,68.86,0.329,0.18,0.51,719,1,,2016,"$989,841 ",AUS
1763,Johnson Wagner,86,70.781,289.4,61.13,69.38,0.273,0.095,0.368,808,3,,2016,"$1,083,787 ",USA
1764,Jon Curran,99,71.145,271.9,64.35,63.02,0.407,-0.354,0.053,950,3,,2016,"$1,902,481 ",USA
1765,Jonas Blixt,79,71.19,290.3,57.79,60.96,0.52,-0.621,-0.101,576,2,,2016,"$1,115,322 ",SWE
1766,Jordan Spieth,80,69.52,295.4,58.14,63.52,0.758,0.811,1.569,"1,168",8,2,2016,"$5,538,470 ",USA
1767,Justin Rose,65,70.148,303.9,57.9,67.92,-0.197,1.325,1.128,"1,191",5,,2016,"$2,085,365 ",ENG
1768,Justin Thomas,99,70.571,301.3,53.94,65.63,-0.185,0.506,0.32,748,7,1,2016,"$4,126,366 ",USA
1769,K.J. Choi,73,71.093,275.3,66.18,65.37,0.352,-0.174,0.178,705,2,,2016,"$1,328,448 ",KOR
1770,Keegan Bradley,82,70.741,300,64.57,69.58,-0.631,0.929,0.298,605,2,,2016,"$899,985 ",USA
1771,Kelly Kraft,63,71.333,289.8,60.36,67.42,0.185,-0.146,0.039,273,1,,2016,"$403,437 ",USA
1772,Ken Duke,58,71.88,280.2,64.18,59.26,-0.524,-0.21,-0.734,309,2,,2016,"$773,025 ",USA
1773,Kevin Chappell,93,70.501,296.3,60.68,66.37,-0.31,1.08,0.77,"1,320",8,,2016,"$4,501,050 ",USA
1774,Kevin Kisner,97,70.489,289,64.92,65.19,0.667,-0.119,0.548,436,6,1,2016,"$3,424,354 ",USA
1775,Kevin Na,96,70.298,279.6,65.3,66.73,0.074,0.553,0.627,400,8,,2016,"$3,441,291 ",USA
1776,Kevin Streelman,82,71.054,289.1,64.37,69.17,-0.383,0.447,0.064,"1,042",2,,2016,"$1,601,177 ",USA
1777,Kyle Reifers,115,70.965,287.3,65.29,67.62,0.102,0.047,0.148,"1,013",5,,2016,"$1,539,578 ",USA
1778,Kyle Stanley,92,70.986,288.1,64.54,67.17,-0.131,0.272,0.141,501,,,2016,"$580,734 ",USA
1779,Louis Oosthuizen,63,70.327,294,61.67,68.15,-0.021,0.857,0.836,"1,468",3,,2016,"$2,422,079 ",RSA
1780,Lucas Glover,75,70.534,298.3,64.37,71.63,-0.192,0.764,0.572,590,2,,2016,"$948,927 ",USA
1781,Luke Donald,81,70.918,282.9,56.69,64.61,0.148,0.23,0.378,"1,055",2,,2016,"$1,634,515 ",ENG
1782,Luke Guthrie,57,71.416,289.3,55.53,63.13,0.404,-0.847,-0.444,234,1,,2016,"$427,442 ",USA
1783,Luke List,79,70.754,306.9,50.98,67.17,-0.273,0.709,0.436,481,2,,2016,"$751,001 ",USA
1784,Marc Leishman,89,70.554,295,60.55,65.31,0.252,0.258,0.51,923,2,,2016,"$1,566,824 ",AUS
1785,Mark Hubbard,101,71.362,280.2,64.82,63.52,0.272,-0.487,-0.216,503,,,2016,"$642,942 ",USA
1786,Mark Wilson,66,71.436,274.7,66.2,64.96,-0.155,-0.399,-0.554,225,,,2016,"$306,866 ",USA
1787,Martin Laird,82,70.867,298.5,55.14,67.66,0.157,0.14,0.297,811,3,,2016,"$1,224,680 ",SCO
1788,Martin Piller,59,71.813,286.6,58.97,64.33,0.562,-0.962,-0.4,278,2,,2016,"$570,740 ",USA
1789,Matt Jones,83,71.223,294.8,57.55,63.96,-0.306,-0.071,-0.376,445,,,2016,"$712,723 ",AUS
1790,Matt Kuchar,100,69.844,285.8,65.67,67.82,0.381,0.932,1.314,526,10,,2016,"$3,819,678 ",USA
1791,Michael Kim,100,71.203,284.3,58.64,62.96,0.277,-0.366,-0.089,500,,,2016,"$664,539 ",USA
1792,Michael Thompson,71,71.204,291.4,60.57,66.18,-0.213,0.141,-0.072,340,1,,2016,"$521,983 ",USA
1793,Morgan Hoffmann,71,71.372,294.4,57.8,63.27,0.208,-0.324,-0.116,424,1,,2016,"$717,890 ",USA
1794,Nick Taylor,83,71.281,296.2,57.21,65.82,-0.154,0.086,-0.068,441,1,,2016,"$628,756 ",CAN
1795,Padraig Harrington,54,71.032,289.6,60.66,62.96,-0.342,0.275,-0.067,393,1,,2016,"$654,929 ",IRL
1796,Patrick Reed,105,70.17,297.4,55.96,64.65,0.28,0.746,1.026,"1,986",11,1,2016,"$5,679,575 ",USA
1797,Patrick Rodgers,89,70.833,300.5,57.74,69.22,-0.193,0.504,0.311,827,3,,2016,"$1,290,336 ",USA
1798,Patton Kizzire,93,70.921,291.3,55.23,64.48,0.46,-0.077,0.382,760,5,,2016,"$1,468,624 ",USA
1799,Paul Casey,77,69.95,295.2,64.67,70.8,0.112,1.26,1.372,"1,880",7,,2016,"$3,885,560 ",ENG
1800,Peter Malnati,85,71.686,279.7,60.54,62.09,0.491,-1.143,-0.652,599,3,1,2016,"$1,298,945 ",USA
1801,Phil Mickelson,75,69.582,294.8,54.82,66.05,0.565,0.799,1.364,548,6,,2016,"$4,022,628 ",USA
1802,Retief Goosen,55,70.581,288.8,56.4,62.73,0.462,0.151,0.613,380,,,2016,"$745,735 ",RSA
1803,Rhein Gibson,58,72.086,297.5,52.45,68.11,-0.266,-0.443,-0.708,113,,,2016,"$155,578 ",AUS
1804,Rickie Fowler,80,70.118,301.6,58.69,69.26,0.153,1.224,1.378,"1,607",8,,2016,"$2,713,563 ",USA
1805,Ricky Barnes,97,70.784,287.6,54.27,65.77,0.386,-0.091,0.295,844,4,,2016,"$1,158,800 ",USA
1806,Rob Oppenheim,67,71.435,281.2,55.28,63.58,-0.046,-0.276,-0.322,300,1,,2016,"$462,427 ",USA
1807,Robert Garrigus,69,70.848,303.3,53.91,69.32,-0.213,0.844,0.632,558,3,,2016,"$1,024,900 ",USA
1808,Robert Streb,87,71.223,294.7,57.48,66.2,-0.432,0.555,0.122,594,1,,2016,"$1,003,363 ",USA
1809,Roberto Castro,97,70.588,284.2,69.37,69.13,-0.257,0.844,0.587,448,4,,2016,"$2,520,574 ",USA
1810,Rod Pampling,54,71.607,287.7,63.95,64,-0.475,0.049,-0.426,122,,,2016,"$142,433 ",AUS
1811,Rory McIlroy,69,69.646,306.8,61.06,69.62,-0.207,1.888,1.681,"3,120",8,2,2016,"$5,790,585 ",NIR
1812,Rory Sabbatini,57,72.451,287.6,62.18,64.3,-0.945,-0.459,-1.403,143,,,2016,"$150,236 ",RSA
1813,Russell Henley,76,70.558,295.6,63.15,68.27,0.193,0.366,0.56,726,4,,2016,"$1,228,347 ",USA
1814,Russell Knox,92,70.319,285.8,68.51,69.73,-0.054,0.56,0.506,992,4,2,2016,"$4,885,906 ",SCO
1815,Ryan Moore,86,70.317,283.2,66.52,65.78,0.351,0.544,0.895,"1,336",9,1,2016,"$3,701,034 ",USA
1816,Ryan Palmer,86,70.229,304.7,57.88,67.83,-0.094,0.868,0.774,"1,545",3,,2016,"$1,794,141 ",USA
1817,Sam Saunders,69,71.427,291.8,59.78,64.36,0.06,-0.293,-0.232,324,2,,2016,"$510,079 ",USA
1818,Scott Brown,88,71.098,292.5,63.65,65.03,0.018,0.125,0.143,781,4,,2016,"$1,143,452 ",USA
1819,Scott Langley,65,71.796,285.7,64.81,63.93,0.045,-0.639,-0.594,266,,,2016,"$380,025 ",USA
1820,Scott Piercy,87,70.855,297.9,59.41,67.33,-0.286,0.478,0.192,"1,497",3,,2016,"$2,905,349 ",USA
1821,Scott Pinckney,87,71.524,296.8,63.05,69.02,-0.063,-0.262,-0.325,258,,,2016,"$332,533 ",USA
1822,Scott Stallings,74,70.966,295.5,56.95,66.11,-0.291,0.449,0.158,443,1,,2016,"$697,434 ",USA
1823,Sean O'Hair,89,70.677,302.2,58.84,67.17,0.208,0.163,0.371,416,2,,2016,"$1,702,713 ",USA
1824,Sergio Garcia,54,69.999,299.9,61.76,70.15,-0.388,1.189,0.801,"1,566",4,1,2016,"$3,242,156 ",ESP
1825,Seung-Yul Noh,85,71.061,295.3,49.12,64.54,0.176,-0.149,0.026,454,1,,2016,"$661,711 ",KOR
1826,Shane Lowry,57,70.64,298.7,61.85,64.51,0.06,0.491,0.551,615,2,,2016,"$1,585,436 ",IRL
1827,Shawn Stefani,91,71.287,292.1,58.4,66.48,-0.336,0.191,-0.144,481,1,,2016,"$698,102 ",USA
1828,Si Woo Kim,113,70.56,293.5,62.84,64.83,-0.109,0.608,0.499,534,5,1,2016,"$3,086,369 ",KOR
1829,Smylie Kaufman,91,71.015,299,52.91,66.29,0.134,0.188,0.322,"1,409",4,1,2016,"$2,508,174 ",USA
1830,Spencer Levin,104,70.927,281.3,67.79,66.33,0.008,0.23,0.238,690,2,,2016,"$1,179,882 ",USA
1831,Steve Marino,72,71.467,292,58.46,66.01,0.045,-0.503,-0.458,429,2,,2016,"$768,200 ",USA
1832,Steve Stricker,53,69.996,278,63.23,63,0.62,0.101,0.721,815,3,,2016,"$1,418,647 ",USA
1833,Steve Wheatcroft,85,71.429,286.2,60.32,61.93,0.153,-0.375,-0.221,400,2,,2016,"$601,164 ",USA
1834,Steven Bowditch,71,74.262,288.9,43.02,54.46,0.131,-3.34,-3.209,192,1,,2016,"$458,891 ",AUS
1835,Stewart Cink,61,70.846,296.9,58.4,70.4,-0.398,0.459,0.062,331,,,2016,"$437,855 ",USA
1836,Stuart Appleby,71,70.95,282.7,62.24,61.43,0.202,-0.025,0.176,360,,,2016,"$500,214 ",AUS
1837,Sung Kang,89,70.856,292.4,59.36,65.26,0.186,-0.182,0.004,679,2,,2016,"$979,576 ",KOR
1838,Thomas Aiken,70,71.326,290.5,72.36,70.2,0.006,0.149,0.156,268,,,2016,"$347,686 ",RSA
1839,Tim Wilkinson,72,70.704,279.3,62.36,64.71,0.336,0.225,0.561,426,1,,2016,"$708,623 ",NZL
1840,Tom Hoge,81,71.444,289.5,55.81,62.48,-0.069,-0.254,-0.323,349,2,,2016,"$561,559 ",USA
1841,Tony Finau,95,70.797,312.2,52.48,65.09,-0.108,0.226,0.118,"1,314",2,1,2016,"$1,814,790 ",USA
1842,Troy Merritt,77,71.674,287.2,60.89,63.13,0.244,-0.608,-0.364,482,1,,2016,"$922,707 ",USA
1843,Tyler Aldridge,83,71.412,285.2,57.95,65.54,-0.129,-0.11,-0.24,384,,,2016,"$517,738 ",USA
1844,Tyrone Van Aswegen,105,71.189,288,52.91,64.81,-0.078,0.024,-0.054,658,2,,2016,"$1,025,632 ",RSA
1845,Vaughn Taylor,72,71.028,287,61.59,64.43,-0.424,0.457,0.033,"1,006",1,1,2016,"$1,640,750 ",USA
1846,Vijay Singh,72,71.057,289.8,56.73,62.73,-0.093,0.222,0.128,646,2,,2016,"$1,210,104 ",FIJ
1847,Webb Simpson,70,70.359,286.3,62.17,67.14,-0.482,1.149,0.667,750,2,,2016,"$1,450,355 ",USA
1848,Wes Roach,59,71.7,294.7,60.99,63.23,0.299,-0.615,-0.316,241,,,2016,"$342,098 ",USA
1849,Whee Kim,82,71.472,287.6,63.48,65.74,-0.219,0.01,-0.209,444,2,,2016,"$682,662 ",KOR
1850,Will MacKenzie,84,71.402,285.6,60.81,66.39,-0.479,0.176,-0.304,317,1,,2016,"$416,033 ",USA
1851,William McGirt,98,70.393,287.6,65.28,67.35,0.36,0.598,0.958,432,7,1,2016,"$3,614,972 ",USA
1852,Willy Wilcox,67,71.055,292.9,59.34,63.42,-0.027,-0.062,-0.089,399,2,,2016,"$676,841 ",USA
1853,Zac Blair,99,71.49,275.3,69.86,62.34,0.195,-0.565,-0.37,557,2,,2016,"$903,459 ",USA
1854,Zach Johnson,90,70.364,280.1,65.23,64.53,0.395,0.214,0.609,"1,071",5,,2016,"$1,718,703 ",USA
1855,�?ngel Cabrera,62,72.175,294.6,58.06,63.08,-0.352,-0.708,-1.061,187,,,2016,"$277,118 ",ARG
1856,Aaron Baddeley,61,71.483,292.6,52.25,62.57,0.044,-0.216,-0.172,325,2,,2017,"$755,356 ",AUS
1857,Adam Hadwin,98,70.583,290.7,62.85,64.89,0.47,0.17,0.64,362,5,1,2017,"$3,455,012 ",CAN
1858,Adam Scott,58,69.996,306.1,55.99,66.87,0.056,1.01,1.066,642,4,,2017,"$1,695,144 ",AUS
1859,Alex Cejka,85,71.461,282.1,67.19,66.45,-0.359,-0.093,-0.452,276,1,,2017,"$618,171 ",GER
1860,Andres Gonzales,73,71.112,299.2,55.75,67.71,0.023,-0.003,0.02,226,1,,2017,"$422,078 ",USA
1861,Andrew Loupe,55,72.803,311.3,45.93,59.83,-0.242,-1.175,-1.416,105,1,,2017,"$273,070 ",USA
1862,Anirban Lahiri,72,70.799,297,59.82,63.43,-0.336,0.149,-0.186,989,3,,2017,"$1,944,289 ",IND
1863,Ben Crane,86,71.091,278.5,67.97,65.68,-0.155,-0.068,-0.223,281,1,,2017,"$618,483 ",USA
1864,Ben Martin,86,70.954,291.7,63.67,66.6,-0.044,0.208,0.163,378,2,,2017,"$850,319 ",USA
1865,Bill Haas,92,70.011,292.3,58.05,67.28,0.005,0.759,0.763,"1,260",4,,2017,"$2,842,173 ",USA
1866,Billy Horschel,88,70.832,299.5,59.8,68.19,0.165,-0.028,0.138,"1,086",4,1,2017,"$2,697,960 ",USA
1867,Billy Hurley III,80,71.176,276.9,60.57,63.61,0.374,-0.263,0.11,333,1,,2017,"$719,579 ",USA
1868,Blayne Barber,77,71.163,291.2,61.62,67.61,0.402,-0.389,0.013,381,1,,2017,"$823,082 ",USA
1869,Boo Weekley,75,71.476,289.9,71.67,68.65,-0.954,0.63,-0.323,173,1,,2017,"$416,929 ",USA
1870,Brad Fritsch,56,71.855,288.3,56.4,64.21,-0.596,-0.122,-0.719,74,,,2017,"$166,440 ",CAN
1871,Branden Grace,70,70.862,290.6,58.19,66.2,-0.21,0.493,0.283,640,2,,2017,"$1,315,054 ",RSA
1872,Brandon Hagy,85,70.875,312.7,52.46,64.5,0.109,0.184,0.293,419,1,,2017,"$861,227 ",USA
1873,Brandt Snedeker,53,70.055,280.8,61.98,66.06,0.399,0.463,0.862,663,4,,2017,"$1,625,806 ",USA
1874,Brendan Steele,89,70.503,299.9,62.28,67.29,-0.119,0.889,0.77,"1,292",4,1,2017,"$2,907,095 ",USA
1875,Brett Drewitt,57,72.13,286.4,60.73,64.78,-0.457,-0.578,-1.035,95,,,2017,"$184,388 ",AUS
1876,Brett Stegmaier,78,72.115,288.7,64.66,66.74,-0.514,-0.751,-1.265,131,,,2017,"$271,031 ",USA
1877,Brian Campbell,55,71.924,296,58.2,63.29,0.385,-0.812,-0.428,132,,,2017,"$237,537 ",USA
1878,Brian Gay,82,70.585,278.7,65.47,63.53,0.451,-0.168,0.282,426,3,,2017,"$942,372 ",USA
1879,Brian Harman,104,70.402,289.6,62.07,63.19,0.568,0.013,0.581,364,7,1,2017,"$4,396,470 ",USA
1880,Brian Stuard,93,71.72,272.3,71.49,63.59,-0.047,-0.296,-0.343,285,,,2017,"$588,806 ",USA
1881,Brooks Koepka,88,69.847,310.5,54.14,62.28,0.505,0.45,0.954,"1,040",7,1,2017,"$5,612,397 ",USA
1882,Bryce Molder,74,71.817,277,57.6,61.79,0.383,-1.229,-0.846,109,,,2017,"$216,892 ",USA
1883,Bryson DeChambeau,91,70.866,299.1,58.04,65.77,-0.18,0.423,0.243,"1,017",2,1,2017,"$1,817,054 ",USA
1884,Bubba Watson,71,71.175,305.6,59.58,63.02,-0.171,0.287,0.116,658,4,,2017,"$1,223,129 ",USA
1885,Bud Cauley,92,70.432,296,59.83,67.38,-0.274,0.835,0.561,816,5,,2017,"$1,553,685 ",USA
1886,Byeong Hun An,77,70.887,299.9,56.76,64.52,-0.392,1.009,0.617,468,3,,2017,"$1,236,090 ",KOR
1887,C.T. Pan,88,71.109,287.1,63.68,67.53,-0.023,-0.062,-0.084,594,3,,2017,"$1,267,649 ",TPE
1888,Cameron Percy,71,71.03,292.5,60.18,69.91,-0.205,0.123,-0.082,291,1,,2017,"$623,694 ",AUS
1889,Cameron Smith,86,70.909,292.6,56.26,63.14,0.084,0.418,0.502,"1,065",4,1,2017,"$2,123,216 ",AUS
1890,Cameron Tringale,89,71.343,280.9,58.15,64.39,0.125,-0.265,-0.14,337,3,,2017,"$792,814 ",USA
1891,Camilo Villegas,76,70.881,288.7,54.37,61.88,0.4,-0.182,0.218,542,2,,2017,"$971,420 ",COL
1892,Chad Campbell,97,70.509,285.6,67.21,69.07,-0.286,0.691,0.405,630,3,,2017,"$1,329,941 ",USA
1893,Chad Collins,66,71.77,281.4,59.31,60.93,0.079,-0.533,-0.454,305,2,,2017,"$693,743 ",USA
1894,Charl Schwartzel,63,70.211,298.4,53.59,61.69,0.22,0.583,0.803,"1,081",3,,2017,"$2,156,036 ",RSA
1895,Charles Howell III,86,70.371,296.9,54.72,67.01,0.172,0.32,0.492,"1,134",5,,2017,"$2,606,383 ",USA
1896,Charley Hoffman,112,70.351,298.3,57.72,66.13,-0.059,0.839,0.78,473,7,,2017,"$4,161,008 ",USA
1897,Chez Reavie,98,70.244,284.8,70.53,66.91,0.391,0.371,0.762,"1,151",4,,2017,"$1,819,207 ",USA
1898,Chris Kirk,89,71.255,287,63.93,66.73,-0.074,-0.155,-0.228,562,3,,2017,"$1,216,047 ",USA
1899,Chris Stroud,67,70.815,286.8,65.7,66.2,-0.126,0.139,0.013,627,3,1,2017,"$1,308,445 ",USA
1900,Cody Gribble,79,71.581,297.2,54.77,62.7,0.461,-0.985,-0.524,614,2,1,2017,"$1,305,554 ",USA
1901,D.A. Points,68,71.315,278.1,65.83,66.83,-0.478,0.071,-0.406,457,1,1,2017,"$893,700 ",USA
1902,Daniel Berger,91,70.121,296.5,60.02,66.93,0.202,0.83,1.032,556,6,1,2017,"$4,287,161 ",USA
1903,Daniel Summerhays,100,71.197,286.9,62.69,63.02,0.195,-0.049,0.146,348,1,,2017,"$826,124 ",USA
1904,Danny Lee,93,70.86,291.1,62.72,66.1,0.247,0.078,0.325,697,4,,2017,"$1,611,331 ",NZL
1905,David Hearn,93,71.107,281,66.75,64.71,-0.052,-0.044,-0.096,359,2,,2017,"$800,710 ",CAN
1906,David Lingmerth,79,70.755,289.8,62.12,62.83,0.468,-0.095,0.373,546,1,,2017,"$1,070,754 ",SWE
1907,Derek Fathauer,81,71.568,286.5,55.49,62.81,0.094,-0.74,-0.647,408,2,,2017,"$898,491 ",USA
1908,Dominic Bozzelli,69,71.49,294.4,56.57,61.97,-0.033,-0.417,-0.449,394,3,,2017,"$868,519 ",USA
1909,Dustin Johnson,77,69.549,314.4,56.44,69.61,0.1,1.872,1.972,"1,720",8,4,2017,"$8,732,193 ",USA
1910,Emiliano Grillo,90,70.798,293,65.29,67.06,-0.146,0.6,0.455,812,2,,2017,"$1,567,015 ",ARG
1911,Ernie Els,52,72.179,283.6,54.48,56.6,0.35,-1.036,-0.685,50,,,2017,"$155,926 ",RSA
1912,Fabián Gómez,61,71.61,285.1,61.81,64.69,-0.006,-0.402,-0.407,168,,,2017,"$332,352 ",ARG
1913,Francesco Molinari,75,69.802,291.9,69.8,67.22,-0.017,1.436,1.418,"1,247",5,,2017,"$2,875,850 ",ITA
1914,Gary Woodland,94,70.482,306.9,58.9,69.35,-0.359,1.051,0.692,321,5,,2017,"$2,980,225 ",USA
1915,Geoff Ogilvy,80,71.056,286.5,62.59,65.51,0.043,-0.195,-0.152,450,1,,2017,"$867,249 ",AUS
1916,Gonzalo Fernandez-Castaño,63,71.484,292.1,53.26,62.2,0.489,-0.567,-0.078,118,,,2017,"$258,162 ",ESP
1917,Graeme McDowell,56,70.629,279,69.15,62.55,0.599,-0.027,0.572,331,,,2017,"$639,770 ",NIR
1918,Graham DeLaet,82,70.376,301.1,63.68,68.57,0.291,0.477,0.768,650,6,,2017,"$1,603,666 ",CAN
1919,Grayson Murray,94,71.064,308.2,56.01,63.95,-0.082,0.146,0.064,816,2,1,2017,"$1,468,728 ",USA
1920,Greg Chalmers,75,71.758,278,59.8,59.86,0.316,-0.85,-0.533,156,,,2017,"$344,631 ",AUS
1921,Harold Varner III,101,70.966,302.4,59.61,67.68,-0.402,0.511,0.109,574,1,,2017,"$918,779 ",USA
1922,Harris English,84,70.848,301.2,49.8,63.73,0.372,-0.355,0.017,397,2,,2017,"$864,959 ",USA
1923,Hideki Matsuyama,83,69.624,302.9,57.61,69.14,-0.41,1.469,1.058,"1,093",7,3,2017,"$8,380,570 ",JPN
1924,Hudson Swafford,94,70.618,305.1,60.27,68.21,-0.005,0.319,0.314,"1,244",4,1,2017,"$2,246,090 ",USA
1925,Hunter Mahan,73,71.811,294.5,63.4,64.55,0.268,-0.837,-0.568,130,,,2017,"$277,235 ",USA
1926,Ian Poulter,72,70.045,283.5,62.55,64.46,0.025,0.911,0.936,985,2,,2017,"$2,098,346 ",ENG
1927,J.B. Holmes,83,70.66,306.4,49.75,62.19,-0.116,0.637,0.521,543,2,,2017,"$1,353,584 ",USA
1928,J.J. Henry,92,71.164,294.1,62.58,69.44,-0.43,0.258,-0.172,365,2,,2017,"$734,874 ",USA
1929,J.J. Spaun,92,70.999,291.5,65.11,67.12,-0.027,-0.045,-0.072,541,3,,2017,"$1,122,611 ",USA
1930,J.T. Poston,95,70.982,294.8,59.24,65.69,-0.099,0.178,0.079,340,1,,2017,"$662,565 ",USA
1931,James Hahn,96,70.925,293.9,63.14,66.09,0.036,0.223,0.26,801,4,,2017,"$1,841,314 ",USA
1932,Jamie Lovemark,98,70.391,304.5,56.54,65.94,-0.037,0.746,0.709,919,4,,2017,"$1,886,972 ",USA
1933,Jason Bohn,75,72.133,275.9,63.67,63.15,-0.133,-1.007,-1.141,73,,,2017,"$165,910 ",USA
1934,Jason Day,71,70.115,306.3,53.73,63.98,0.345,0.765,1.109,514,5,,2017,"$2,978,181 ",AUS
1935,Jason Dufner,89,70.259,294.5,63.3,67.15,0.053,0.682,0.734,287,2,1,2017,"$3,310,341 ",USA
1936,Jason Kokrak,95,70.961,305.7,59.26,66.97,-0.491,0.565,0.073,649,1,,2017,"$1,173,708 ",USA
1937,Jhonattan Vegas,95,71.054,300.8,57.28,65.91,-0.381,0.555,0.174,384,4,1,2017,"$2,944,738 ",VEN
1938,Jim Furyk,54,71.071,270.1,70.75,65.72,0.087,-0.11,-0.023,232,1,,2017,"$558,097 ",USA
1939,Jim Herman,77,70.931,292.5,69.02,68.07,-0.127,0.495,0.368,565,2,,2017,"$1,205,632 ",USA
1940,Jimmy Walker,68,71.155,295.7,55.97,63.75,0.157,0.197,0.355,439,1,,2017,"$1,101,162 ",USA
1941,John Huh,92,70.851,287.1,64.09,65.78,0.124,-0.026,0.099,382,2,,2017,"$767,575 ",USA
1942,Johnson Wagner,71,71.429,288.1,63.18,66.93,0.12,-0.456,-0.336,321,2,,2017,"$685,306 ",USA
1943,Jon Rahm,90,69.561,305.8,58.61,68.79,0.283,1.588,1.871,"1,620",11,1,2017,"$6,123,248 ",ESP
1944,Jonas Blixt,74,71.283,288.8,60.1,61.51,0.536,-0.877,-0.341,631,1,1,2017,"$1,408,288 ",SWE
1945,Jonathan Randolph,68,71.642,287.2,62.67,62.71,-0.12,-0.386,-0.506,221,1,,2017,"$511,032 ",USA
1946,Jordan Spieth,85,68.846,295,59.48,69.97,0.339,1.649,1.988,"2,340",12,3,2017,"$9,433,033 ",USA
1947,Julián Etulain,68,71.338,293.5,63.34,66.75,0.078,-0.385,-0.307,220,1,,2017,"$448,214 ",ARG
1948,Justin Rose,66,69.699,300.4,58.48,68.19,-0.062,1.331,1.268,"1,080",8,,2017,"$4,245,308 ",ENG
1949,Justin Thomas,86,69.359,309.3,54.09,67.33,0.308,1.417,1.724,"3,000",12,5,2017,"$9,921,560 ",USA
1950,K.J. Choi,72,71.618,282.2,66.23,63.05,0.176,-0.439,-0.264,143,,,2017,"$292,716 ",KOR
1951,Keegan Bradley,104,70.437,299.4,66.23,68.93,-0.163,0.792,0.629,"1,029",5,,2017,"$1,940,478 ",USA
1952,Kelly Kraft,75,71.491,291.9,60.06,63.15,-0.157,-0.524,-0.681,684,3,,2017,"$1,638,045 ",USA
1953,Ken Duke,77,72.078,274.2,68.62,63.69,-0.452,-0.435,-0.887,98,,,2017,"$225,907 ",USA
1954,Kevin Chappell,95,70.779,304.7,57.61,65.05,-0.361,0.82,0.459,352,5,1,2017,"$3,149,615 ",USA
1955,Kevin Kisner,105,70.294,288.7,67,66.43,0.454,0.694,1.148,901,8,1,2017,"$4,766,936 ",USA
1956,Kevin Na,86,70.399,283.6,60.46,65.46,0.12,0.635,0.755,"1,073",5,,2017,"$1,728,351 ",USA
1957,Kevin Streelman,90,70.873,294,66.01,66.67,-0.281,0.45,0.169,617,2,,2017,"$1,313,327 ",USA
1958,Kevin Tway,96,70.868,309.2,52.48,64.71,0.261,0.172,0.433,740,3,,2017,"$1,472,613 ",USA
1959,Kyle Reifers,96,71.587,286.1,65.15,65.97,-0.276,-0.143,-0.418,241,,,2017,"$454,570 ",USA
1960,Kyle Stanley,104,69.989,296.5,68.55,70.39,-0.309,1.259,0.951,366,5,1,2017,"$3,402,106 ",USA
1961,Louis Oosthuizen,69,70.22,295.2,59.98,65.13,0.439,0.74,1.179,"1,321",4,,2017,"$3,105,422 ",RSA
1962,Lucas Glover,93,70.139,298.1,65.31,70.08,-0.048,0.98,0.933,"1,085",4,,2017,"$1,955,822 ",USA
